datetime,day_o_week,time_in_trade,vola,long,short,buy_open,buy_close,sell_open,sell_close,pnl,pnl_ac,cr,cr_ac,pnl_plus,cr_plus
2025-01-01 19:50:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 19:55:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:00:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:05:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:10:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:15:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:20:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:25:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:30:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:35:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:40:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:45:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:50:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 20:55:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:00:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:05:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:10:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:15:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:20:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:25:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:30:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:35:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:40:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:45:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:50:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 21:55:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:00:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:05:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:10:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:15:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:20:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:25:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:30:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:35:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:40:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:45:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:50:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 22:55:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:00:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:05:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:10:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:15:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:20:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:25:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:30:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:35:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:40:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:45:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:50:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-01 23:55:00,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:00:00,3,0,0.015316917902525333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:05:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:10:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:15:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:20:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:25:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:30:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:35:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:40:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:45:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:50:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 00:55:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:00:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:05:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:10:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:15:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:20:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:25:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:30:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:35:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:40:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:45:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:50:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 01:55:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:00:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:05:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:10:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:15:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:20:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:25:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:30:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:35:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:40:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:45:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:50:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 02:55:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:00:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:05:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:10:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:15:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:20:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:25:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:30:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:35:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:40:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:45:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:50:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 03:55:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:00:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:05:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:10:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:15:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:20:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:25:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:30:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:35:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:40:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:45:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:50:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 04:55:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:00:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:05:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:10:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:15:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:20:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:25:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:30:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:35:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:40:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:45:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:50:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 05:55:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:00:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:05:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:10:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:15:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:20:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:25:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:30:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:35:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:40:00,3,1,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:45:00,3,2,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:50:00,3,3,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 06:55:00,3,4,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:00:00,3,5,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:05:00,3,6,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:10:00,3,7,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:15:00,3,8,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:20:00,3,9,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:25:00,3,10,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:30:00,3,11,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:35:00,3,12,,6.334338721598903,0.0,21424.5,0.0,0.0,0.0,0.0,0.0,1.3145543106290787,1.2071043106290786,0.0,1.2324342757868707
2025-01-02 07:40:00,3,0,,0.0,0.0,21424.5,21460.26875,0.0,0.0,0.0016695255431865047,0.0015995255431865048,1.3162238361722651,1.208703836172265,0.0019333526601050543,1.2343676284469756
2025-01-02 07:45:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3162238361722651,1.208703836172265,0.0,1.2343676284469756
2025-01-02 07:50:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3162238361722651,1.208703836172265,0.0,1.2343676284469756
2025-01-02 07:55:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3162238361722651,1.208703836172265,0.0,1.2343676284469756
2025-01-02 08:00:00,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3162238361722651,1.208703836172265,0.0,1.2343676284469756
